country,indicators,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Myanmar,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Namibia,All types,5.5,4.87,4.84,5.04,4.55,4.74,4.84,5,6.16,7.87
Namibia,Beer,3.6,3.43,3.58,3.3,3.19,3.36,3.57,3.75,5.94,7.63
Namibia,Wine,0.88,0.53,0.29,0.67,0.12,0.11,0.23,0.28,0.03,0.02
Namibia,Spirits,0.8,0.69,0.75,0.82,0.99,0.98,0.8,0.78,0.04,0.06
Namibia,Other alcoholic beverages,0.22,0.22,0.21,0.25,0.25,0.29,0.24,0.2,0.15,0.15
Nauru,All types,5.19,2.71,2.79,1.94,2.29,1.91,2.16,2.24,2.54,2.01
Nauru,Beer,3.93,2.71,1.62,1.42,1.53,1.76,1.8,1.85,1.85,1.84
Nauru,Wine,0,0,0.14,0.08,0.11,0.02,0.04,0.06,0.04,0.04
Nauru,Spirits,1.26,0,1.03,0.45,0.65,0.12,0.32,0.33,0.65,0.13
Nauru,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Nepal,All types,0.08,0.09,0.19,0.2,0.23,0.23,0.2,0.2,0.21,0.22
Nepal,Beer,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.1
Nepal,Wine,0,0,0,0,0,0,0,0,0,0
Nepal,Spirits,0.01,0.01,0.11,0.11,0.14,0.14,0.12,0.12,0.12,0.12
Nepal,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Netherlands,All types,10.06,9.95,9.68,9.56,9.56,9.67,9.78,9.51,9.61,9.22
Netherlands,Beer,4.99,4.87,4.83,4.81,4.8,4.77,4.77,4.76,4.74,4.37
Netherlands,Wine,3.01,2.98,2.84,2.94,3.1,3.3,3.42,3.17,3.28,3.28
Netherlands,Spirits,2.06,2.1,2.01,1.81,1.66,1.59,1.59,1.59,1.58,1.58
Netherlands,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
New Zealand,All types,8.84,8.7,9.1,8.93,9.17,9.33,9.35,9.19,9.47,9.23
New Zealand,Beer,4.22,4.17,4.24,4.17,4.11,4.1,3.95,3.94,4.02,3.78
New Zealand,Wine,2.57,2.51,2.74,2.73,2.85,3,3.1,3,3.03,3.03
New Zealand,Spirits,1.92,1.91,2.02,1.95,2.15,2.18,2.26,2.2,2.37,2.38
New Zealand,Other alcoholic beverages,0.13,0.11,0.1,0.08,0.06,0.05,0.05,0.05,0.04,0.04
Nicaragua,All types,3.58,3.48,3.46,3.72,3.75,3.64,3.63,3.77,3.58,3.32
Nicaragua,Beer,1.04,1.04,1.03,1.08,1.07,1.12,1.17,1.28,1.36,1.3
Nicaragua,Wine,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.01
Nicaragua,Spirits,2.52,2.43,2.42,2.63,2.67,2.51,2.46,2.46,2.21,2
Nicaragua,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Niger,All types,0.09,0.09,0.09,0.1,0.1,0.1,0.1,0.1,0.11,0.1
Niger,Beer,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
Niger,Wine,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01
Niger,Spirits,0.02,0.02,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.04
Niger,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Nigeria,All types,11.4,11.1,11.02,11.25,11.25,11.16,11.09,10.98,10.71,10.49
Nigeria,Beer,0.42,0.45,0.45,0.53,0.52,0.54,0.6,0.64,0.64,0.65
Nigeria,Wine,0,0,0,0,0,0,0,0.04,0.06,0.02
Nigeria,Spirits,0,0.02,0,0.02,0.01,0.02,0.02,0.06,0.03,0.03
Nigeria,Other alcoholic beverages,10.98,10.63,10.57,10.71,10.71,10.61,10.47,10.23,9.98,9.8
Niue,All types,7.42,9.17,5.16,8.27,6.8,6.22,7.1,5.02,7.02,7.06
Niue,Beer,4.12,2.1,1.29,2.23,4.92,3.15,3.76,2.1,3.3,3.1
Niue,Wine,0,0,1.13,0.1,0.11,1.89,0.34,0.12,0.12,0.36
Niue,Spirits,3.3,7.07,2.74,5.94,1.77,2.96,3,2.8,3.6,3.6
Niue,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Norway,All types,5.67,5.49,5.89,6.04,6.22,6.37,6.47,6.6,6.75,6.68
Norway,Beer,2.93,2.82,2.89,2.76,2.96,2.98,3.01,3.02,3.06,2.96
Norway,Wine,1.62,1.6,1.81,1.84,1.9,2,2.05,2.11,2.23,2.28
Norway,Spirits,1.05,1,1.12,1.22,1.25,1.28,1.3,1.35,1.33,1.31
Norway,Other alcoholic beverages,0.07,0.07,0.07,0.22,0.11,0.11,0.11,0.12,0.13,0.13
Oman,All types,0.38,0.55,0.54,0.56,0.61,0.62,0.56,0.54,0.54,0.53
Oman,Beer,0.13,0.28,0.24,0.21,0.21,0.21,0.21,0.21,0.22,0.22
Oman,Wine,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02
Oman,Spirits,0.25,0.27,0.29,0.35,0.39,0.4,0.33,0.32,0.31,0.29
Oman,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Pakistan,All types,0.02,0.01,0.01,0.01,0.01,0.04,0.03,0.03,0.03,0.03
Pakistan,Beer,0,0,0,0,0,0,0,0,0,0
Pakistan,Wine,0,0,0,0,0,0,0,0,0,0
Pakistan,Spirits,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03
Pakistan,Other alcoholic beverages,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0
Panama,All types,5.61,5.47,5.55,5.55,5.72,5.55,5.73,6.15,6.74,6.9
Panama,Beer,3.43,3.4,3.37,3.41,3.62,3.61,3.83,4.2,4.64,4.81
Panama,Wine,0.13,0.11,0.13,0.14,0.21,0.15,0.17,0.18,0.2,0.22
Panama,Spirits,2.04,1.95,2.04,1.99,1.86,1.78,1.73,1.76,1.89,1.86
Panama,Other alcoholic beverages,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01
Papua New Guinea,All types,0.74,0.68,0.61,0.59,0.58,0.84,0.64,0.71,0.81,0.82
Papua New Guinea,Beer,0.58,0.63,0.59,0.57,0.56,0.81,0.61,0.68,0.76,0.79
Papua New Guinea,Wine,0.05,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.02,0.02
Papua New Guinea,Spirits,0.11,0.04,0.01,0.01,0.02,0.01,0.02,0.02,0.03,0.02
Papua New Guinea,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Paraguay,All types,6.18,5.82,5.02,4.76,5.62,5.98,6.51,6.66,7.69,6.64
Paraguay,Beer,2.98,3.08,2.66,2.27,2.63,2.84,3,2.98,3.55,3.27
Paraguay,Wine,1.49,0.98,0.69,0.82,1.3,1.44,1.8,1.93,2.52,1.8
Paraguay,Spirits,1.7,1.75,1.67,1.68,1.68,1.7,1.7,1.74,1.61,1.53
Paraguay,Other alcoholic beverages,0,0,0,0,0,0,0.01,0.01,0.01,0.04
Peru,All types,4.87,4.22,4.06,4.75,4.7,4.96,4.67,4.7,5.14,5.18
Peru,Beer,1.85,1.58,1.65,1.77,1.91,2.14,2.33,2.6,2.85,3.06
Peru,Wine,0.35,0.44,0.47,0.52,0.51,0.6,0.61,0.61,0.62,0.5
Peru,Spirits,2.67,2.21,1.95,2.46,2.27,2.22,1.72,1.49,1.66,1.62
Peru,Other alcoholic beverages,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01
Philippines,All types,4.73,4.54,4.4,4.43,4.43,4.21,4.06,4.16,4.18,4.37
Philippines,Beer,1.18,1.12,1.11,1.2,1.35,1.29,1.14,1.19,1.22,1.21
Philippines,Wine,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04
Philippines,Spirits,3.54,3.41,3.28,3.21,3.06,2.9,2.9,2.95,2.91,3.09
Philippines,Other alcoholic beverages,0,0,0,0,0,0,0,0,0.01,0.03
Poland,All types,8.4,7.74,8.02,9.06,9.19,9.5,10.4,10.9,11.4,10.7
Poland,Beer,4.14,4.08,4.31,4.51,4.66,5.3,5.9,6.1,6.1,5.9
Poland,Wine,1.78,1.56,1.64,1.64,1.53,1.2,1.3,1.3,1.2,1
Poland,Spirits,2.48,2.09,2.07,2.9,3.01,3,3.2,3.5,4.1,3.8
Poland,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Portugal,All types,13.08,13.41,13.23,14.21,13.47,13.34,13.12,12.59,12.35,12.03
Portugal,Beer,3.75,3.65,3.58,3.57,3.7,3.76,3.78,3.71,3.55,3.41
Portugal,Wine,7.74,7.83,7.71,8.74,8.05,7.97,7.78,7.31,7.29,7.21
Portugal,Spirits,1.57,1.6,1.59,1.57,1.23,1.12,1.08,1.06,1.01,0.94
Portugal,Other alcoholic beverages,0.02,0.33,0.35,0.33,0.48,0.48,0.49,0.51,0.5,0.47
Puerto Rico,All types,6.28,6.06,5.85,5.5,5.3,5.35,5.26,5.06,4.87,4.76
Puerto Rico,Beer,4.15,3.97,3.88,3.7,3.62,3.68,3.64,3.54,3.35,3.29
Puerto Rico,Wine,0.3,0.31,0.33,0.32,0.33,0.34,0.35,0.32,0.32,0.32
Puerto Rico,Spirits,1.82,1.77,1.63,1.47,1.26,1.23,1.18,1.13,1.13,1.09
Puerto Rico,Other alcoholic beverages,0,0,0,0,0.1,0.09,0.09,0.07,0.07,0.07
Qatar,All types,0.5,0.76,0.87,1,1.11,1.16,1.24,1.2,1.34,1.08
Qatar,Beer,0.09,0.13,0.21,0.25,0.28,0.35,0.39,0.37,0.35,0.33
Qatar,Wine,0,0.05,0.05,0.07,0.1,0.11,0.17,0.12,0.27,0.09
Qatar,Spirits,0.41,0.58,0.61,0.68,0.73,0.7,0.67,0.71,0.71,0.66
Qatar,Other alcoholic beverages,0,0,0,0,0.01,0,0.01,0.01,0.01,0
Republic of Korea,All types,10.33,11.45,9.55,9.66,9.18,9.03,8.83,9.05,9.31,8.97
Republic of Korea,Beer,2.23,2.37,2.41,2.32,2,1.89,2.22,2.34,2.43,2.37
Republic of Korea,Wine,0.03,0.04,0.04,0.04,0.15,0.12,0.14,0.19,0.18,0.14
Republic of Korea,Spirits,0.46,0.47,0.52,0.47,0.32,0.34,0.33,0.37,0.33,0.27
Republic of Korea,Other alcoholic beverages,7.61,8.56,6.58,6.82,6.72,6.68,6.14,6.15,6.37,6.19
Republic of Moldova,All types,9.77,10.78,6.44,7.76,11.77,10.16,7.72,8.94,8.35,7.77
Republic of Moldova,Beer,0.47,0.62,0.82,1,1.27,1.45,1.68,1.92,1.96,1.6
Republic of Moldova,Wine,5.8,6.66,1.99,2.86,6.1,4.12,1.9,3.05,2.75,2.74
Republic of Moldova,Spirits,3.5,3.51,3.64,3.89,3.71,3.9,3.48,3.57,3.36,3.19
Republic of Moldova,Other alcoholic beverages,0,0,0,0,0.68,0.69,0.67,0.4,0.29,0.24
Romania,All types,10.16,9.78,9.62,8.78,9.82,9.95,10.29,11.6,13.11,11.77
Romania,Beer,3.18,3.12,3.38,3.64,4.24,4.07,4.62,5.44,5.5,4.9
Romania,Wine,3.47,3.16,3.92,3.33,4.29,2.33,2.99,3.3,3.5,3.1
Romania,Spirits,3.52,3.5,2.32,1.82,1.29,1.28,0.9,1.9,2.9,2.4
Romania,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Russian Federation,All types,10.18,10.47,10.87,11.32,11.5,11.59,11.83,12.23,12.09,11.25
Russian Federation,Beer,2.18,2.63,2.92,3.1,3.47,3.66,4.11,4.72,4.66,4.2
Russian Federation,Wine,0.71,0.75,0.8,0.9,0.95,1.03,1,1.17,1.27,1.26
Russian Federation,Spirits,7.29,7.09,7.15,7.32,7.09,6.9,6.72,6.34,6.16,5.79
Russian Federation,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Rwanda,All types,8.82,9.4,9.27,8.73,7.9,9.31,8.85,7.89,7.57,7.35
Rwanda,Beer,0.59,0.55,0.59,0.45,0.46,0.54,0.63,0.66,0.58,0.72
Rwanda,Wine,0,0,0,0,0,0,0,0,0,0
Rwanda,Spirits,0,0,0,0,0,0,0.02,0.03,0.03,0.03
Rwanda,Other alcoholic beverages,8.23,8.85,8.67,8.28,7.44,8.77,8.2,7.2,6.95,6.6
Saint Kitts and Nevis,All types,8.41,8.55,8.29,8.54,9.14,10.03,10.8,10.14,10.07,9.68
Saint Kitts and Nevis,Beer,3.62,3.54,3.09,3.15,3.39,3.85,3.96,3.87,3.81,3.76
Saint Kitts and Nevis,Wine,0.65,0.39,0.31,0.23,0.32,0.23,0.35,0.54,0.85,0.9
Saint Kitts and Nevis,Spirits,4.13,4.6,4.88,5.15,5.23,5.73,6.24,5.46,5.16,4.79
Saint Kitts and Nevis,Other alcoholic beverages,0.02,0.02,0.01,0.01,0.19,0.22,0.25,0.26,0.26,0.24
Saint Lucia,All types,11.69,12.02,11.85,12.55,11.64,12.1,13.22,12.43,11.82,10.83
Saint Lucia,Beer,3.22,3.22,3.11,3.36,3.39,3.57,3.82,3.86,3.49,3.28
Saint Lucia,Wine,1.11,1.18,0.77,0.85,0.69,0.72,1.68,1.36,1.28,1.2
Saint Lucia,Spirits,7.3,7.56,7.91,8.28,7.03,7.16,7.07,6.56,6.45,5.9
Saint Lucia,Other alcoholic beverages,0.06,0.06,0.06,0.06,0.53,0.65,0.64,0.64,0.59,0.45
Saint Vincent and the Grenadines,All types,4.8,4.73,4.94,5.1,5.42,6.03,5.92,5.88,6.91,6.84
Saint Vincent and the Grenadines,Beer,1.96,1.97,1.92,1.84,2.03,2.43,2.59,2.47,2.37,2.29
Saint Vincent and the Grenadines,Wine,0.08,0.07,0.19,0.12,0.14,0.19,0.27,0.29,0.32,0.42
Saint Vincent and the Grenadines,Spirits,2.75,2.67,2.82,3.13,3.15,3.32,2.95,3,4.1,4
Saint Vincent and the Grenadines,Other alcoholic beverages,0.01,0.01,0.01,0.01,0.09,0.1,0.11,0.12,0.12,0.13
Samoa,All types,3,3.42,3.29,4.16,3.62,3.63,3.52,3.85,3.97,2.88
Samoa,Beer,2.85,3.25,3.03,3.7,3.3,3.31,3.37,3.6,3.65,2.55
Samoa,Wine,0.03,0.02,0.05,0.06,0.06,0.08,0.09,0.09,0.05,0.06
Samoa,Spirits,0.12,0.15,0.22,0.4,0.26,0.24,0.07,0.17,0.27,0.26
Samoa,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Sao Tome and Principe,All types,5.68,5.2,5.99,6.73,5.94,5.5,5.63,4.29,4.53,4.31
Sao Tome and Principe,Beer,1.25,1.22,1.22,1.19,1.16,1.15,1.05,0.99,1,0.95
Sao Tome and Principe,Wine,3.26,3.03,4.01,4.73,4,3.5,3.97,2.67,2.79,2.75
Sao Tome and Principe,Spirits,0.68,0.95,0.76,0.81,0.78,0.85,0.61,0.63,0.74,0.61
Sao Tome and Principe,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,All types,0.05,0.05,0.05,0.05,0.06,0.05,0.07,0.1,0.08,0.08
Saudi Arabia,Beer,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,Wine,0,0,0,0,0,0,0,0.01,0,0
Saudi Arabia,Spirits,0.05,0.05,0.05,0.05,0.06,0.05,0.07,0.09,0.08,0.08
Saudi Arabia,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Senegal,All types,0.29,0.35,0.36,0.34,0.35,0.33,0.35,0.32,0.28,0.3
Senegal,Beer,0.16,0.16,0.14,0.14,0.16,0.16,0.16,0.17,0.18,0.15
Senegal,Wine,0.09,0.14,0.18,0.17,0.15,0.12,0.14,0.12,0.07,0.13
Senegal,Spirits,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.03,0.03
Senegal,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Serbia,All types,,,,,,,8.52,8.72,8.61,8.6
Serbia,Beer,,,,,,,3.81,3.74,3.6,2.9
Serbia,Wine,,,,,,,2.37,2.67,2.72,3.41
Serbia,Spirits,,,,,,,2.32,2.29,2.29,2.29
Serbia,Other alcoholic beverages,,,,,,,0.01,0.01,0.01,0.01
Seychelles,All types,8.17,7.09,7.84,7.36,7.15,8.4,7.01,7.49,6.76,5.53
Seychelles,Beer,6.21,6.02,6.33,5.76,5,5.1,4.51,4.73,4.44,2.68
Seychelles,Wine,0.9,0.66,0.61,0.8,1.2,2.48,1.71,1.22,1.48,1.89
Seychelles,Spirits,1.06,0.41,0.9,0.8,0.95,0.82,0.79,1.37,0.8,0.88
Seychelles,Other alcoholic beverages,0,0,0,0,0,0,0.01,0.17,0.04,0.09
Sierra Leone,All types,4.14,4.4,4.23,4.23,4.13,3.95,3.92,3.97,4.02,4.06
Sierra Leone,Beer,0.13,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.19,0.19
Sierra Leone,Wine,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.03
Sierra Leone,Spirits,0.03,0,0.02,0.03,0.03,0.02,0.01,0.01,0.02,0.05
Sierra Leone,Other alcoholic beverages,3.97,4.25,4.05,4.05,3.95,3.78,3.74,3.8,3.79,3.77
Singapore,All types,2.02,2.08,2.16,1.43,1.44,1.49,1.55,1.59,1.69,1.72
Singapore,Beer,1.29,1.34,1.47,1.06,1.07,1.1,1.14,1.13,1.22,1.22
Singapore,Wine,0.12,0.13,0.2,0.15,0.17,0.18,0.19,0.22,0.23,0.23
Singapore,Spirits,0.61,0.61,0.49,0.17,0.17,0.18,0.19,0.22,0.22,0.25
Singapore,Other alcoholic beverages,0,0,0,0.04,0.03,0.03,0.03,0.03,0.03,0.03
Slovakia,All types,11.06,10.73,10.78,9.85,10.03,10.83,10.31,10.63,11.43,10.69
Slovakia,Beer,4.47,4.32,4.53,4.38,3.99,3.85,3.83,3.94,3.81,3.92
Slovakia,Wine,1.49,1.48,1.59,1.46,1.33,1.56,2.16,1.79,2.02,2.14
Slovakia,Spirits,4.85,4.56,4.29,3.65,4.23,5.42,4.31,4.9,5.59,4.63
Slovakia,Other alcoholic beverages,0.25,0.37,0.37,0.36,0.48,0,0,0,0,0
Slovenia,All types,12.8,11.58,9.87,11.55,10.01,11.19,12.26,11.02,10.94,10.52
Slovenia,Beer,5.13,4.65,4.32,4.51,4.51,4.7,5.7,5.7,5.16,5.09
Slovenia,Wine,5.82,5.07,3.86,5.46,4.18,5.22,5.43,4.08,4.58,4.55
Slovenia,Spirits,1.84,1.87,1.69,1.58,1.11,1.09,1.13,1.24,1.2,0.88
Slovenia,Other alcoholic beverages,0.01,0,0,0,0.2,0.19,0,0,0,0
Solomon Islands,All types,0.71,0.7,1.09,1.2,1.21,1.13,1.01,0.82,1.07,1.2
Solomon Islands,Beer,0.62,0.44,0.59,0.75,0.76,0.67,0.96,0.74,1.01,0.95
Solomon Islands,Wine,0.02,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.02,0.02
Solomon Islands,Spirits,0.07,0.24,0.48,0.43,0.42,0.41,0.03,0.05,0.04,0.22
Solomon Islands,Other alcoholic beverages,0,0,0,0,0,0.02,0,0,0,0
Somalia,All types,0,0,0,0,0,0,0,0,0,0
Somalia,Beer,0,0,0,0,0,0,0,0,0,0
Somalia,Wine,0,0,0,0,0,0,0,0,0,0
Somalia,Spirits,0,0,0,0,0,0,0,0,0,0
Somalia,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
South Africa,All types,8.85,8.67,8.4,8.22,8.04,8.94,8.78,8.83,8.6,8.03
South Africa,Beer,5.05,4.89,4.74,4.8,4.6,4.05,3.98,4.14,4.16,3.95
South Africa,Wine,1.66,1.66,1.61,1.41,1.41,1.45,1.42,1.46,1.44,1.35
South Africa,Spirits,1.44,1.41,1.35,1.32,1.34,1.36,1.38,1.4,1.36,1.29
South Africa,Other alcoholic beverages,0.7,0.72,0.71,0.69,0.69,2.08,2,1.83,1.65,1.44
Spain,All types,11.84,12.35,10.74,11.35,11.68,11.92,11.86,11.05,10.24,9.99
Spain,Beer,3.79,3.91,3.83,4.11,4.1,4.98,5.15,5.09,4.92,4.98
Spain,Wine,4.53,4.2,4.02,3.82,3.89,3.67,3.43,2.78,2.44,2.28
Spain,Spirits,3.52,4.23,2.89,3.42,3.69,3.27,3.28,3.18,2.88,2.73
Spain,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Sri Lanka,All types,1.45,1.68,1.62,1.69,1.56,1.97,1.96,2.29,2.1,2.05
Sri Lanka,Beer,0.1,0.1,0.15,0.15,0.17,0.3,0.2,0.2,0.2,0.2
Sri Lanka,Wine,0.01,0,0.01,0.01,0,0,0,0,0,0
Sri Lanka,Spirits,1.34,1.58,1.46,1.53,1.39,1.63,1.72,2.05,1.86,1.81
Sri Lanka,Other alcoholic beverages,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04
Sudan,All types,1.76,1.81,1.59,1.74,1.59,1.55,1.9,2.01,2.01,1.99
Sudan,Beer,0,0,0,0,0,0,0.01,0.08,0.12,0.08
Sudan,Wine,0,0,0,0,0,0,0,0,0,0
Sudan,Spirits,0.26,0.27,0.35,0.31,0.27,0.27,0.3,0.29,0.26,0.27
Sudan,Other alcoholic beverages,1.5,1.54,1.24,1.43,1.32,1.28,1.59,1.64,1.62,1.64
Suriname,All types,4.32,4.26,4.44,4.56,4.58,4.5,4.54,4.74,4.96,5.14
Suriname,Beer,1.67,1.72,1.67,1.65,1.64,1.53,1.64,1.71,1.91,1.99
Suriname,Wine,0.05,0.08,0.09,0.1,0.08,0.13,0.11,0.18,0.25,0.32
Suriname,Spirits,2.6,2.47,2.67,2.81,2.78,2.75,2.64,2.7,2.64,2.67
Suriname,Other alcoholic beverages,0.01,0,0,0,0.08,0.1,0.15,0.15,0.16,0.16
Sweden,All types,6.2,6.6,6.9,6.9,6.6,6.5,6.5,6.9,6.9,7.3
Sweden,Beer,2.7,2.7,2.7,2.8,2.6,2.6,2.5,2.6,2.6,2.7
Sweden,Wine,2.2,2.5,2.8,2.9,2.8,2.9,2.9,3.1,3.1,3.3
Sweden,Spirits,1.3,1.4,1.4,1.2,1.2,1,1,1.1,1.1,1.2
Sweden,Other alcoholic beverages,0,0,0,0,0,0,0.1,0.1,0.1,0.1
Switzerland,All types,11.26,11.12,10.85,10.82,10.55,10.15,10.24,10.44,10.29,10.15
Switzerland,Beer,3.39,3.38,3.26,3.37,3.24,3.11,3.21,3.32,3.31,3.3
Switzerland,Wine,5.81,5.68,5.55,5.41,5.27,5.14,5,5.1,4.97,4.84
Switzerland,Spirits,1.94,1.93,1.93,1.92,1.92,1.79,1.9,1.9,1.89,1.89
Switzerland,Other alcoholic beverages,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Syrian Arab Republic,All types,0.92,0.94,0.9,0.86,0.6,0.78,0.75,0.74,0.74,0.75
Syrian Arab Republic,Beer,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.08
Syrian Arab Republic,Wine,0,0,0,0,0,0,0,0,0.01,0.01
Syrian Arab Republic,Spirits,0.89,0.91,0.86,0.82,0.56,0.74,0.71,0.69,0.68,0.66
Syrian Arab Republic,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Tajikistan,All types,0.91,0.94,0.94,0.88,0.82,0.76,0.63,0.59,0.59,0.68
Tajikistan,Beer,0.15,0.14,0.14,0.14,0.14,0.15,0.17,0.19,0.3,0.24
Tajikistan,Wine,0.21,0.31,0.33,0.32,0.3,0.29,0.17,0.13,0.08,0.04
Tajikistan,Spirits,0.55,0.48,0.47,0.42,0.39,0.33,0.29,0.26,0.21,0.4
Tajikistan,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Thailand,All types,5.4,5.75,5.72,5.95,5.8,6.21,6.12,6.14,7.54,6.74
Thailand,Beer,1.09,1.16,1.2,1.51,1.53,1.69,1.95,1.98,2.24,2.01
Thailand,Wine,0.02,0.01,0.03,0.03,0.04,0.02,0.02,0.02,0.16,0.14
Thailand,Spirits,4.29,4.58,4.5,4.41,4.23,4.51,4.15,4.14,5.14,4.59
Thailand,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Republic of North Macedonia,All types,4.86,4.6,4.49,3.91,3.94,4.58,4.01,4.04,4.27,3.9
Republic of North Macedonia,Beer,2,1.99,1.94,1.94,1.98,2,2,2.04,2.06,1.71
Republic of North Macedonia,Wine,2.05,1.81,1.78,1.05,1.03,1.79,1.06,1.04,1.29,1.28
Republic of North Macedonia,Spirits,0.82,0.8,0.76,0.9,0.91,0.79,0.93,0.94,0.9,0.88
Republic of North Macedonia,Other alcoholic beverages,0,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.02
Timor-Leste,All types,0.5,0.5,0.48,0.44,0.39,0.36,0.04,0.05,0.06,0.09
Timor-Leste,Beer,0.43,0.42,0.41,0.37,0.36,0.34,0.01,0,0.01,0.01
Timor-Leste,Wine,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.04,0.06
Timor-Leste,Spirits,0.05,0.05,0.04,0.04,0.01,0,0.01,0.01,0.01,0.01
Timor-Leste,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Togo,All types,1.16,0.98,1.04,1.06,1.04,1.11,1.46,1.45,1.41,1.31
Togo,Beer,0.46,0.43,0.45,0.47,0.47,0.48,0.51,0.6,0.67,0.68
Togo,Wine,0.1,0.2,0.21,0.26,0.32,0.32,0.42,0.39,0.33,0.25
Togo,Spirits,0.27,0.06,0.04,0.03,0.05,0.06,0.13,0.06,0.05,0.03
Togo,Other alcoholic beverages,0.33,0.29,0.35,0.3,0.2,0.25,0.4,0.4,0.36,0.35
Tonga,All types,1.24,1.34,1.5,1.79,1.79,1.57,1.79,2.05,1.1,1.08
Tonga,Beer,0.66,0.65,0.89,0.89,0.89,0.88,0.87,0.87,0.62,0.62
Tonga,Wine,0.12,0.1,0.08,0.22,0.3,0.28,0.09,0.16,0.11,0.12
Tonga,Spirits,0.46,0.59,0.51,0.55,0.43,0.41,0.83,1.02,0.36,0.35
Tonga,Other alcoholic beverages,0,0,0.02,0.13,0.18,0,0,0,0,0
Trinidad and Tobago,All types,4.68,4.55,5.12,5.53,5.82,6.12,6.35,6.37,6.41,6.37
Trinidad and Tobago,Beer,2.12,2.05,2.53,2.78,2.96,3.15,3.21,3.2,3.27,3.32
Trinidad and Tobago,Wine,0.09,0.06,0.07,0.11,0.13,0.13,0.1,0.14,0.15,0.12
Trinidad and Tobago,Spirits,2.46,2.43,2.51,2.64,2.64,2.72,2.91,2.92,2.88,2.82
Trinidad and Tobago,Other alcoholic beverages,0,0,0,0,0.1,0.11,0.12,0.12,0.11,0.1
Tunisia,All types,1.35,1.34,1.3,1.33,1.35,1.37,1.45,1.23,1.37,1.39
Tunisia,Beer,0.78,0.74,0.78,0.79,0.82,0.85,0.88,0.91,0.93,0.96
Tunisia,Wine,0.53,0.56,0.48,0.49,0.47,0.45,0.51,0.25,0.38,0.38
Tunisia,Spirits,0.04,0.04,0.04,0.04,0.06,0.06,0.06,0.06,0.05,0.05
Tunisia,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
Turkey,All types,1.54,1.49,1.47,1.42,1.35,1.29,1.29,1.26,1.39,1.4
Turkey,Beer,0.76,0.74,0.77,0.79,0.81,0.77,0.76,0.79,0.85,0.84
Turkey,Wine,0.05,0.05,0.04,0.04,0.07,0.06,0.05,0.05,0.08,0.1
Turkey,Spirits,0.73,0.69,0.66,0.59,0.47,0.46,0.47,0.42,0.46,0.47
Turkey,Other alcoholic beverages,0,0,0,0,0,0,0,0,0,0
